id,home_id,home,home_code,away_id,away,away_code,h_score,a_score,date,stadium,round,world_cup,year,host,reasonWin
28,43954,Italy,ITA,43922,Argentina,ARG,1,1,03 Jul 1990 - 20:00 Local time,San Paolo,Semi-finals,1990 FIFA World Cup Italy,1990,Italy,win on penalties (3 - 4)
43950035,43849,Cameroon,CMR,43948,Germany,GER,0,2,11 Jun 2002 - 20:30 Local time,Shizuoka Stadium Ecopa,Group matches - Group E,2002 FIFA World Cup Korea,2002,Korea,
1450,43942,England,ENG,43922,Argentina,ARG,3,1,02 Jun 1962 - 15:00 Local time,El Teniente - Estadio Braden Copper Co.,Group matches - Group 4,1962 FIFA World Cup Chile,1962,Chile,
300186468,43926,Colombia,COL,43854,Côte d'Ivoire,CIV,2,1,19 Jun 2014 - 13:00 Local time,Estadio Nacional,First stage - Group C,2014 FIFA World Cup Brazil,2014,Brazil,
97410037,43960,Netherlands,NED,43922,Argentina,ARG,0,0,21 Jun 2006 - 21:00 Local time,"FIFA World Cup Stadium, Frankfurt",Group matches - Group C,2006 FIFA World Cup Germany,2006,Germany,
300186487,43924,Brazil,BRA,43925,Chile,CHI,1,1,28 Jun 2014 - 13:00 Local time,Estadio Mineirao,Round of 16,2014 FIFA World Cup Brazil,2014,Brazil,Brazil win on penalties (3 - 2)
1391,44023,Germany FR,FRG,44025,Czechoslovakia,TCH,2,2,11 Jun 1958 - 19:00 Local time,Olympia Stadium,Group matches - Group 1,1958 FIFA World Cup Sweden,1958,Sweden,
1811,44023,Germany FR,FRG,43942,England,ENG,3,2,14 Jun 1970 - 12:00 Local time,Nou Camp - Estadio León,Quarter-finals,1970 FIFA World Cup Mexico,1970,Mexico,Germany FR win after extra time
8763,43876,Nigeria,NGA,43928,Paraguay,PAR,1,3,24 Jun 1998 - 21:00 Local time,Stade Municipal,Group matches - Group D,1998 FIFA World Cup France,1998,France,
127,43901,Costa Rica,CRC,43967,Scotland,SCO,1,0,11 Jun 1990 - 17:00 Local time,Luigi Ferraris,Group matches - Group C,1990 FIFA World Cup Italy,1990,Italy,
3085,43948,Germany,GER,43935,Belgium,BEL,3,2,02 Jul 1994 - 12:00 Local time,Soldier Field,Round of 16,1994 FIFA World Cup USA,1994,USA,
1407,43950,Hungary,HUN,43974,Wales,WAL,1,1,08 Jun 1958 - 19:00 Local time,Jarnvallen,Group matches - Group 3,1958 FIFA World Cup Sweden,1958,Sweden,
432,44026,Soviet Union,URS,43935,Belgium,BEL,3,4,15 Jun 1986 - 16:00 Local time,Nou Camp - Estadio León,Round of 16,1986 FIFA World Cup Mexico,1986,Mexico,Belgium win after extra time
1954,43976,Australia,AUS,44023,Germany FR,FRG,0,3,18 Jun 1974 - 16:00 Local time,Volksparkstadion,Group matches - Group 1,1974 FIFA World Cup Germany,1974,Germany FR,
43950062,43924,Brazil,BRA,43972,Turkey,TUR,1,0,26 Jun 2002 - 20:30 Local time,Saitama Stadium 2002,Semi-finals,2002 FIFA World Cup Korea,2002,Korea,
300331502,43948,Germany,GER,43911,Mexico,MEX,0,1,17 Jun 2018 - 18:00      Local time,Luzhniki Stadium,"First stage - Group F,",2018 FIFA World Cup Russia,2018,Russia,
1243,43954,Italy,ITA,43935,Belgium,BEL,4,1,20 Jun 1954 - 17:00 Local time,Comunale di Cornaredo,Group matches - Group 4,1954 FIFA World Cup Switzerland,1954,Switzerland,
1490,43950,Hungary,HUN,43942,England,ENG,2,1,31 May 1962 - 15:00 Local time,El Teniente - Estadio Braden Copper Co.,Group matches - Group 4,1962 FIFA World Cup Chile,1962,Chile,
919,43946,France,FRA,43823,Kuwait,KUW,4,1,21 Jun 1982 - 17:15 Local time,Jose Zorrilla,Group matches - Group 4,1982 FIFA World Cup Spain,1982,Spain,
2253,43970,Sweden,SWE,43924,Brazil,BRA,1,1,03 Jun 1978 - 13:45 Local time,Estadio José María Minella,Group matches - Group 3,1978 FIFA World Cup Argentina,1978,Argentina,
1185,43930,Uruguay,URU,43923,Bolivia,BOL,8,0,02 Jul 1950 - 15:00 Local time,Independencia,Group matches - Group 4,1950 FIFA World Cup Brazil,1950,Brazil,
364,43975,Yugoslavia,YUG,43840,United Arab Emirates,UAE,4,1,19 Jun 1990 - 17:00 Local time,Renato Dall Ara,Group matches - Group D,1990 FIFA World Cup Italy,1990,Italy,
97410018,43927,Ecuador,ECU,43901,Costa Rica,CRC,3,0,15 Jun 2006 - 15:00 Local time,"FIFA World Cup Stadium, Hamburg",Group matches - Group A,2006 FIFA World Cup Germany,2006,Germany,
300186502,43924,Brazil,BRA,43960,Netherlands,NED,0,3,12 Jul 2014 - 17:00 Local time,Estadio Nacional,Match for third place,2014 FIFA World Cup Brazil,2014,Brazil,
300111112,43969,Spain,ESP,43971,Switzerland,SUI,0,1,16 Jun 2010 - 16:00 Local time,Durban Stadium,First stage - Group H,2010 FIFA World Cup South Africa,2010,South Africa,
1097,43921,USA,USA,43928,Paraguay,PAR,3,0,17 Jul 1930 - 14:45 Local time,Parque Central,Group matches - Group 4,1930 FIFA World Cup Uruguay,1930,Uruguay,
300061488,43924,Brazil,BRA,43854,Côte d'Ivoire,CIV,3,1,20 Jun 2010 - 20:30 Local time,Soccer City Stadium,First stage - Group G,2010 FIFA World Cup South Africa,2010,South Africa,
3100,43936,Bulgaria,BUL,43954,Italy,ITA,1,2,13 Jul 1994 - 16:00 Local time,Giants Stadium,Semi-finals,1994 FIFA World Cup USA,1994,USA,
108,43849,Cameroon,CMR,43964,Romania,ROU,2,1,14 Jun 1990 - 17:00 Local time,Stadio San Nicola,Group matches - Group B,1990 FIFA World Cup Italy,1990,Italy,
1582,43922,Argentina,ARG,43971,Switzerland,SUI,2,0,19 Jul 1966 - 19:30 Local time,Hillsborough,Group matches - Group 2,1966 FIFA World Cup England,1966,England,
300061467,43976,Australia,AUS,1902465,Serbia,SRB,2,1,23 Jun 2010 - 20:30 Local time,Mbombela Stadium,First stage - Group D,2010 FIFA World Cup South Africa,2010,South Africa,
4000,43924,Brazil,BRA,43967,Scotland,SCO,2,1,10 Jun 1998 - 17:30 Local time,Stade de France,Group matches - Group A,1998 FIFA World Cup France,1998,France,
300186514,43971,Switzerland,SUI,43946,France,FRA,2,5,20 Jun 2014 - 16:00 Local time,Arena Fonte Nova,First stage - Group E,2014 FIFA World Cup Brazil,2014,Brazil,
1202,43921,USA,USA,43942,England,ENG,1,0,29 Jun 1950 - 15:00 Local time,Independencia,Group matches - Group 2,1950 FIFA World Cup Brazil,1950,Brazil,
1982,43924,Brazil,BRA,44024,German DR,GDR,1,0,26 Jun 1974 - 19:30 Local time,Niedersachsenstadion,Second round - Group A,1974 FIFA World Cup Germany,1974,Germany FR,
300061471,1902465,Serbia,SRB,43860,Ghana,GHA,0,1,13 Jun 2010 - 16:00 Local time,Loftus Versfeld Stadium,First stage - Group D,2010 FIFA World Cup South Africa,2010,South Africa,
3053,43926,Colombia,COL,43964,Romania,ROU,1,3,18 Jun 1994 - 19:30 Local time,Rose Bowl,Group matches - Group A,1994 FIFA World Cup USA,1994,USA,
300331514,43970,Sweden,SWE,43971,Switzerland,SUI,,,03 Jul 2018 - 17:00      Local time,Saint Petersburg Stadium,"Round of 16,",2018 FIFA World Cup Russia,2018,Russia,
97410059,43942,England,ENG,43963,Portugal,POR,0,0,01 Jul 2006 - 17:00 Local time,"FIFA World Cup Stadium, Gelsenkirchen",Quarter-finals,2006 FIFA World Cup Germany,2006,Germany,win on penalties (1 - 3)
1193,43969,Spain,ESP,43925,Chile,CHI,2,0,29 Jun 1950 - 15:00 Local time,'Maracanã - Estádio Jornalista Mário Filho,Group matches - Group 2,1950 FIFA World Cup Brazil,1950,Brazil,
300186492,43911,Mexico,MEX,43849,Cameroon,CMR,1,0,13 Jun 2014 - 13:00 Local time,Estadio das Dunas,First stage - Group A,2014 FIFA World Cup Brazil,2014,Brazil,
97410022,43960,Netherlands,NED,43854,Côte d'Ivoire,CIV,2,1,16 Jun 2006 - 18:00 Local time,Gottlieb-Daimler-Stadion,Group matches - Group C,2006 FIFA World Cup Germany,2006,Germany,
427,43818,Iraq,IRQ,43935,Belgium,BEL,1,2,08 Jun 1986 - 12:00 Local time,Bombonera - Estadio Nemesio Diez,Group matches - Group B,1986 FIFA World Cup Mexico,1986,Mexico,
2394,43960,Netherlands,NED,43929,Peru,PER,0,0,07 Jun 1978 - 16:45 Local time,San Martin,Group matches - Group 4,1978 FIFA World Cup Argentina,1978,Argentina,
8776,43946,France,FRA,43928,Paraguay,PAR,1,0,28 Jun 1998 - 16:30 Local time,Stade Felix Bollaert,Round of 16,1998 FIFA World Cup France,1998,France,France win after extra time
3090,43924,Brazil,BRA,43921,USA,USA,1,0,04 Jul 1994 - 12:30 Local time,Stanford Stadium,Round of 16,1994 FIFA World Cup USA,1994,USA,
1107,43954,Italy,ITA,43934,Austria,AUT,1,0,03 Jun 1934 - 16:30 Local time,San Siro,Semi-finals,1934 FIFA World Cup Italy,1934,Italy,
923,43954,Italy,ITA,44023,Germany FR,FRG,3,1,11 Jul 1982 - 20:00 Local time,Santiago Bernabeu,Final,1982 FIFA World Cup Spain,1982,Spain,
43950020,43941,Denmark,DEN,43879,Senegal,SEN,1,1,06 Jun 2002 - 15:30 Local time,Daegu World Cup Stadium,Group matches - Group A,2002 FIFA World Cup Korea,2002,Korea,
889,43942,England,ENG,44025,Czechoslovakia,TCH,2,0,20 Jun 1982 - 17:15 Local time,San Mames,Group matches - Group 4,1982 FIFA World Cup Spain,1982,Spain,
1150,43924,Brazil,BRA,43962,Poland,POL,6,5,05 Jun 1938 - 17:30 Local time,Stade de la Meinau,First round,1938 FIFA World Cup France,1938,France,Brazil win after extra time
97410063,43948,Germany,GER,43963,Portugal,POR,3,1,08 Jul 2006 - 21:00 Local time,Gottlieb-Daimler-Stadion,Third place,2006 FIFA World Cup Germany,2006,Germany,
43950036,43835,Saudi Arabia,KSA,43953,Republic of Ireland,IRL,0,3,11 Jun 2002 - 20:30 Local time,International Stadium Yokohama,Group matches - Group E,2002 FIFA World Cup Korea,2002,Korea,
1146,43946,France,FRA,43935,Belgium,BEL,3,1,05 Jun 1938 - 17:00 Local time,Stade Olympique,First round,1938 FIFA World Cup France,1938,France,
1392,44023,Germany FR,FRG,43975,Yugoslavia,YUG,1,0,19 Jun 1958 - 19:00 Local time,Malmo Stadion,Quarter-finals,1958 FIFA World Cup Sweden,1958,Sweden,
300186484,43901,Costa Rica,CRC,43942,England,ENG,0,0,24 Jun 2014 - 13:00 Local time,Estadio Mineirao,First stage - Group D,2014 FIFA World Cup Brazil,2014,Brazil,
1238,43934,Austria,AUT,44025,Czechoslovakia,TCH,5,0,19 Jun 1954 - 17:00 Local time,Hardturm,Group matches - Group 3,1954 FIFA World Cup Switzerland,1954,Switzerland,
97410034,43901,Costa Rica,CRC,43962,Poland,POL,1,2,20 Jun 2006 - 16:00 Local time,"FIFA World Cup Stadium, Hanover",Group matches - Group A,2006 FIFA World Cup Germany,2006,Germany,
348,43970,Sweden,SWE,43967,Scotland,SCO,1,2,16 Jun 1990 - 21:00 Local time,Luigi Ferraris,Group matches - Group C,1990 FIFA World Cup Italy,1990,Italy,
962,43909,Honduras,HON,43975,Yugoslavia,YUG,0,1,24 Jun 1982 - 21:00 Local time,La Romareda,Group matches - Group 5,1982 FIFA World Cup Spain,1982,Spain,
43950061,43948,Germany,GER,43822,Korea Republic,KOR,1,0,25 Jun 2002 - 20:30 Local time,Seoul World Cup Stadium,Semi-finals,2002 FIFA World Cup Korea,2002,Korea,
1054,44026,Soviet Union,URS,43978,New Zealand,NZL,3,0,19 Jun 1982 - 21:00 Local time,La Rosaleda,Group matches - Group 6,1982 FIFA World Cup Spain,1982,Spain,
3069,43935,Belgium,BEL,43960,Netherlands,NED,1,0,25 Jun 1994 - 12:30 Local time,Citrus Bowl,Group matches - Group F,1994 FIFA World Cup USA,1994,USA,
1111,43969,Spain,ESP,43924,Brazil,BRA,3,1,27 May 1934 - 16:30 Local time,Luigi Ferraris,Preliminary round,1934 FIFA World Cup Italy,1934,Italy,
3086,43969,Spain,ESP,43971,Switzerland,SUI,3,0,02 Jul 1994 - 16:30 Local time,RFK Stadium,Round of 16,1994 FIFA World Cup USA,1994,USA,
574,43872,Morocco,MAR,44023,Germany FR,FRG,0,1,17 Jun 1986 - 16:00 Local time,Estadio Universitario,Round of 16,1986 FIFA World Cup Mexico,1986,Mexico,
1812,43942,England,ENG,43964,Romania,ROU,1,0,02 Jun 1970 - 16:00 Local time,Jalisco,Group matches - Group 3,1970 FIFA World Cup Mexico,1970,Mexico,
8760,43925,Chile,CHI,43849,Cameroon,CMR,1,1,23 Jun 1998 - 16:00 Local time,La Beaujoire,Group matches - Group B,1998 FIFA World Cup France,1998,France,
1166,43971,Switzerland,SUI,43948,Germany,GER,4,2,09 Jun 1938 - 18:00 Local time,Parc des Princes,First round,1938 FIFA World Cup France,1938,France,
1189,43924,Brazil,BRA,43970,Sweden,SWE,7,1,09 Jul 1950 - 15:00 Local time,'Maracanã - Estádio Jornalista Mário Filho,Final round - Group 6,1950 FIFA World Cup Brazil,1950,Brazil,
1473,43925,Chile,CHI,43971,Switzerland,SUI,3,1,30 May 1962 - 15:00 Local time,Nacional,Group matches - Group 2,1962 FIFA World Cup Chile,1962,Chile,
43950016,43921,USA,USA,43963,Portugal,POR,3,2,05 Jun 2002 - 18:00 Local time,Suwon World Cup Stadium,Group matches - Group D,2002 FIFA World Cup Korea,2002,Korea,
97410043,43819,Japan,JPN,43924,Brazil,BRA,1,4,22 Jun 2006 - 21:00 Local time,"FIFA World Cup Stadium, Dortmund",Group matches - Group F,2006 FIFA World Cup Germany,2006,Germany,
2176,43890,Zaire,ZAI,43967,Scotland,SCO,0,2,14 Jun 1974 - 19:30 Local time,Westfalenstadion,Group matches - Group 2,1974 FIFA World Cup Germany,1974,Germany FR,
2199,43922,Argentina,ARG,43950,Hungary,HUN,2,1,02 Jun 1978 - 19:15 Local time,El Monumental - Estadio Monumental Antonio Vespuci,Group matches - Group 1,1978 FIFA World Cup Argentina,1978,Argentina,
300061484,43954,Italy,ITA,43928,Paraguay,PAR,1,1,14 Jun 2010 - 20:30 Local time,Cape Town Stadium,First stage - Group F,2010 FIFA World Cup South Africa,2010,South Africa,
8740,43942,England,ENG,43888,Tunisia,TUN,2,0,15 Jun 1998 - 14:30 Local time,Stade Vélodrome,Group matches - Group G,1998 FIFA World Cup France,1998,France,
43950041,43901,Costa Rica,CRC,43924,Brazil,BRA,2,5,13 Jun 2002 - 15:30 Local time,Suwon World Cup Stadium,Group matches - Group C,2002 FIFA World Cup Korea,2002,Korea,
3049,43948,Germany,GER,43923,Bolivia,BOL,1,0,17 Jun 1994 - 15:00 Local time,Soldier Field,Group matches - Group C,1994 FIFA World Cup USA,1994,USA,
97410014,43822,Korea Republic,KOR,43887,Togo,TOG,2,1,13 Jun 2006 - 15:00 Local time,"FIFA World Cup Stadium, Frankfurt",Group matches - Group G,2006 FIFA World Cup Germany,2006,Germany,
1218,43954,Italy,ITA,43928,Paraguay,PAR,2,0,02 Jul 1950 - 15:00 Local time,Pacaembu,Group matches - Group 3,1950 FIFA World Cup Brazil,1950,Brazil,
2064,43962,Poland,POL,44023,Germany FR,FRG,0,1,03 Jul 1974 - 17:00 Local time,Waldstadion,Second round - Group B,1974 FIFA World Cup Germany,1974,Germany FR,
8756,43964,Romania,ROU,43942,England,ENG,2,1,22 Jun 1998 - 21:00 Local time,Stade Municipal,Group matches - Group G,1998 FIFA World Cup France,1998,France,
1577,43942,England,ENG,43922,Argentina,ARG,1,0,23 Jul 1966 - 15:00 Local time,Wembley Stadium,Quarter-finals,1966 FIFA World Cup England,1966,England,
300061492,43971,Switzerland,SUI,43909,Honduras,HON,0,0,25 Jun 2010 - 20:30 Local time,Free State Stadium,First stage - Group H,2010 FIFA World Cup South Africa,2010,South Africa,
1598,43963,Portugal,POR,43924,Brazil,BRA,3,1,19 Jul 1966 - 19:30 Local time,Goodison Park,Group matches - Group 3,1966 FIFA World Cup England,1966,England,
43950057,43942,England,ENG,43924,Brazil,BRA,1,2,21 Jun 2002 - 15:30 Local time,Shizuoka Stadium Ecopa,Quarter-finals,2002 FIFA World Cup Korea,2002,Korea,
97410002,43962,Poland,POL,43927,Ecuador,ECU,0,2,09 Jun 2006 - 21:00 Local time,"FIFA World Cup Stadium, Gelsenkirchen",Group matches - Group A,2006 FIFA World Cup Germany,2006,Germany,
903,43969,Spain,ESP,43975,Yugoslavia,YUG,2,1,20 Jun 1982 - 21:00 Local time,Luis Casanova,Group matches - Group 5,1982 FIFA World Cup Spain,1982,Spain,
97410055,43924,Brazil,BRA,43860,Ghana,GHA,3,0,27 Jun 2006 - 17:00 Local time,"FIFA World Cup Stadium, Dortmund",Round of 16,2006 FIFA World Cup Germany,2006,Germany,
300331518,43941,Denmark,DEN,43976,Australia,AUS,1,1,21 Jun 2018 - 16:00      Local time,Samara Arena,"First stage - Group C,",2018 FIFA World Cup Russia,2018,Russia,
779,43935,Belgium,BEL,43950,Hungary,HUN,1,1,22 Jun 1982 - 21:00 Local time,Nuevo Estadio,Group matches - Group 3,1982 FIFA World Cup Spain,1982,Spain,
1609,43821,Korea DPR,PRK,43925,Chile,CHI,1,1,15 Jul 1966 - 19:30 Local time,Ayresome Park,Group matches - Group 4,1966 FIFA World Cup England,1966,England,
300061451,43946,France,FRA,43911,Mexico,MEX,0,2,17 Jun 2010 - 20:30 Local time,Peter Mokaba Stadium,First stage - Group A,2010 FIFA World Cup South Africa,2010,South Africa,
3073,43921,USA,USA,43964,Romania,ROU,0,1,26 Jun 1994 - 16:00 Local time,Rose Bowl,Group matches - Group A,1994 FIFA World Cup USA,1994,USA,
66,43935,Belgium,BEL,43930,Uruguay,URU,3,1,17 Jun 1990 - 21:00 Local time,Marc Antonio Bentegodi,Group matches - Group E,1990 FIFA World Cup Italy,1990,Italy,
1388,43975,Yugoslavia,YUG,43946,France,FRA,3,2,11 Jun 1958 - 19:00 Local time,Arosvallen,Group matches - Group 2,1958 FIFA World Cup Sweden,1958,Sweden,
1222,43971,Switzerland,SUI,43911,Mexico,MEX,2,1,02 Jul 1950 - 15:40 Local time,Eucaliptos,Group matches - Group 1,1950 FIFA World Cup Brazil,1950,Brazil,
300186471,43926,Colombia,COL,43949,Greece,GRE,3,0,14 Jun 2014 - 13:00 Local time,Estadio Mineirao,First stage - Group C,2014 FIFA World Cup Brazil,2014,Brazil,
31,43975,Yugoslavia,YUG,43922,Argentina,ARG,0,0,30 Jun 1990 - 17:00 Local time,Comunale,Quarter-finals,1990 FIFA World Cup Italy,1990,Italy,win on penalties (2 - 3)
1275,43946,France,FRA,43911,Mexico,MEX,3,2,19 Jun 1954 - 17:10 Local time,Charmilles,Group matches - Group 1,1954 FIFA World Cup Switzerland,1954,Switzerland,
610,44026,Soviet Union,URS,43950,Hungary,HUN,6,0,02 Jun 1986 - 12:00 Local time,Estadio Irapuato,Group matches - Group C,1986 FIFA World Cup Mexico,1986,Mexico,
300331534,43971,Switzerland,SUI,43901,Costa Rica,CRC,2,2,27 Jun 2018 - 21:00      Local time,Nizhny Novgorod Stadium,"First stage - Group E,",2018 FIFA World Cup Russia,2018,Russia,
27,44023,Germany FR,FRG,43922,Argentina,ARG,1,0,08 Jul 1990 - 20:00 Local time,Stadio Olimpico,Final,1990 FIFA World Cup Italy,1990,Italy,
1633,43942,England,ENG,44023,Germany FR,FRG,4,2,30 Jul 1966 - 15:00 Local time,Wembley Stadium,Final,1966 FIFA World Cup England,1966,England,England win after extra time
1263,43942,England,ENG,43971,Switzerland,SUI,2,0,20 Jun 1954 - 17:10 Local time,Wankdorf Stadium,Group matches - Group 4,1954 FIFA World Cup Switzerland,1954,Switzerland,
1326,43924,Brazil,BRA,43934,Austria,AUT,3,0,08 Jun 1958 - 19:00 Local time,Rimnersvallen,Group matches - Group 4,1958 FIFA World Cup Sweden,1958,Sweden,
1408,43974,Wales,WAL,43950,Hungary,HUN,2,1,17 Jun 1958 - 19:00 Local time,Rasunda Stadium,Group matches - Group 3,1958 FIFA World Cup Sweden,1958,Sweden,
3065,43822,Korea Republic,KOR,43923,Bolivia,BOL,0,0,23 Jun 1994 - 19:30 Local time,Foxboro Stadium,Group matches - Group C,1994 FIFA World Cup USA,1994,USA,
1058,43962,Poland,POL,44026,Soviet Union,URS,0,0,04 Jul 1982 - 21:00 Local time,Camp Nou,Second round - Group 1,1982 FIFA World Cup Spain,1982,Spain,
2224,43934,Austria,AUT,43970,Sweden,SWE,1,0,07 Jun 1978 - 13:45 Local time,Jose Amalfitani,Group matches - Group 3,1978 FIFA World Cup Argentina,1978,Argentina,
8783,43948,Germany,GER,43938,Croatia,CRO,0,3,04 Jul 1998 - 21:00 Local time,Stade de Gerland,Quarter-finals,1998 FIFA World Cup France,1998,France,
300061502,43922,Argentina,ARG,43911,Mexico,MEX,3,1,27 Jun 2010 - 20:30 Local time,Soccer City Stadium,Round of 16,2010 FIFA World Cup South Africa,2010,South Africa,
128,43970,Sweden,SWE,43901,Costa Rica,CRC,1,2,20 Jun 1990 - 21:00 Local time,Luigi Ferraris,Group matches - Group C,1990 FIFA World Cup Italy,1990,Italy,
201,44023,Germany FR,FRG,43975,Yugoslavia,YUG,4,1,10 Jun 1990 - 21:00 Local time,Giuseppe Meazza,Group matches - Group D,1990 FIFA World Cup Italy,1990,Italy,
300186488,43960,Netherlands,NED,43901,Costa Rica,CRC,0,0,05 Jul 2014 - 17:00 Local time,Arena Fonte Nova,Quarter-finals,2014 FIFA World Cup Brazil,2014,Brazil,Netherlands win on penalties (4 - 3)
300186467,43976,Australia,AUS,43969,Spain,ESP,0,3,23 Jun 2014 - 13:00 Local time,Arena da Baixada,First stage - Group B,2014 FIFA World Cup Brazil,2014,Brazil,
97410038,43854,Côte d'Ivoire,CIV,1890244,Serbia and Montenegro,SCG,3,2,21 Jun 2006 - 21:00 Local time,"FIFA World Cup Stadium, Munich",Group matches - Group C,2006 FIFA World Cup Germany,2006,Germany,
300186489,43930,Uruguay,URU,43901,Costa Rica,CRC,1,3,14 Jun 2014 - 16:00 Local time,Estadio Castelao,First stage - Group D,2014 FIFA World Cup Brazil,2014,Brazil,
300186466,43922,Argentina,ARG,43817,Iran,IRN,1,0,21 Jun 2014 - 13:00 Local time,Estadio Mineirao,First stage - Group F,2014 FIFA World Cup Brazil,2014,Brazil,
97410039,43963,Portugal,POR,43911,Mexico,MEX,2,1,21 Jun 2006 - 16:00 Local time,"FIFA World Cup Stadium, Gelsenkirchen",Group matches - Group D,2006 FIFA World Cup Germany,2006,Germany,
3064,43954,Italy,ITA,43961,Norway,NOR,1,0,23 Jun 1994 - 16:00 Local time,Giants Stadium,Group matches - Group E,1994 FIFA World Cup USA,1994,USA,
8782,43924,Brazil,BRA,43941,Denmark,DEN,3,2,03 Jul 1998 - 21:00 Local time,La Beaujoire,Quarter-finals,1998 FIFA World Cup France,1998,France,
300061503,43921,USA,USA,43860,Ghana,GHA,1,2,26 Jun 2010 - 20:30 Local time,Royal Bafokeng Stadium,Round of 16,2010 FIFA World Cup South Africa,2010,South Africa,Ghana win after extra time
129,44025,Czechoslovakia,TCH,43901,Costa Rica,CRC,4,1,23 Jun 1990 - 21:00 Local time,Stadio San Nicola,Round of 16,1990 FIFA World Cup Italy,1990,Italy,
1632,43942,England,ENG,43946,France,FRA,2,0,20 Jul 1966 - 19:30 Local time,Wembley Stadium,Group matches - Group 1,1966 FIFA World Cup England,1966,England,
300331523,43938,Croatia,CRO,43876,Nigeria,NGA,2,0,16 Jun 2018 - 21:00      Local time,Kaliningrad Stadium,"First stage - Group D,",2018 FIFA World Cup Russia,2018,Russia,
1327,43942,England,ENG,43934,Austria,AUT,2,2,15 Jun 1958 - 19:00 Local time,Ryavallen,Group matches - Group 4,1958 FIFA World Cup Sweden,1958,Sweden,
26,43922,Argentina,ARG,43849,Cameroon,CMR,0,1,08 Jun 1990 - 18:00 Local time,Giuseppe Meazza,Group matches - Group B,1990 FIFA World Cup Italy,1990,Italy,
2337,43969,Spain,ESP,43970,Sweden,SWE,1,0,11 Jun 1978 - 13:45 Local time,Jose Amalfitani,Group matches - Group 3,1978 FIFA World Cup Argentina,1978,Argentina,
300331535,43924,Brazil,BRA,43911,Mexico,MEX,,,02 Jul 2018 - 18:00      Local time,Samara Arena,"Round of 16,",2018 FIFA World Cup Russia,2018,Russia,
30,43922,Argentina,ARG,44026,Soviet Union,URS,2,0,13 Jun 1990 - 21:00 Local time,San Paolo,Group matches - Group B,1990 FIFA World Cup Italy,1990,Italy,
538,43963,Portugal,POR,43942,England,ENG,1,0,03 Jun 1986 - 16:00 Local time,Tecnologico,Group matches - Group F,1986 FIFA World Cup Mexico,1986,Mexico,
1389,44023,Germany FR,FRG,43952,Northern Ireland,NIR,2,2,15 Jun 1958 - 19:00 Local time,Malmo Stadion,Group matches - Group 1,1958 FIFA World Cup Sweden,1958,Sweden,
300186470,43960,Netherlands,NED,43925,Chile,CHI,2,0,23 Jun 2014 - 13:00 Local time,Arena de Sao Paulo,First stage - Group B,2014 FIFA World Cup Brazil,2014,Brazil,
300061450,43911,Mexico,MEX,43930,Uruguay,URU,0,1,22 Jun 2010 - 16:00 Local time,Royal Bafokeng Stadium,First stage - Group A,2010 FIFA World Cup South Africa,2010,South Africa,
3072,43936,Bulgaria,BUL,43949,Greece,GRE,4,0,26 Jun 1994 - 12:30 Local time,Soldier Field,Group matches - Group D,1994 FIFA World Cup USA,1994,USA,
580,44023,Germany FR,FRG,43967,Scotland,SCO,2,1,08 Jun 1986 - 12:00 Local time,Estadio Corregidora,Group matches - Group E,1986 FIFA World Cup Mexico,1986,Mexico,
996,43962,Poland,POL,43954,Italy,ITA,0,2,08 Jul 1982 - 17:15 Local time,Camp Nou,Semi-finals,1982 FIFA World Cup Spain,1982,Spain,
97410054,43971,Switzerland,SUI,43973,Ukraine,UKR,0,0,26 Jun 2006 - 21:00 Local time,"FIFA World Cup Stadium, Cologne",Round of 16,2006 FIFA World Cup Germany,2006,Germany,win on penalties (0 - 3)
300331519,43876,Nigeria,NGA,43922,Argentina,ARG,1,2,26 Jun 2018 - 21:00      Local time,Saint Petersburg Stadium,"First stage - Group D,",2018 FIFA World Cup Russia,2018,Russia,
1608,43954,Italy,ITA,43925,Chile,CHI,2,0,13 Jul 1966 - 19:30 Local time,Roker Park Ground,Group matches - Group 4,1966 FIFA World Cup England,1966,England,
902,43952,Northern Ireland,NIR,43969,Spain,ESP,1,0,25 Jun 1982 - 21:00 Local time,Luis Casanova,Group matches - Group 5,1982 FIFA World Cup Spain,1982,Spain,
43950001,43946,France,FRA,43879,Senegal,SEN,0,1,31 May 2002 - 20:30 Local time,Seoul World Cup Stadium,Group matches - Group A,2002 FIFA World Cup Korea,2002,Korea,
1464,43942,England,ENG,43936,Bulgaria,BUL,0,0,07 Jun 1962 - 15:00 Local time,El Teniente - Estadio Braden Copper Co.,Group matches - Group 4,1962 FIFA World Cup Chile,1962,Chile,
97410003,43942,England,ENG,43928,Paraguay,PAR,1,0,10 Jun 2006 - 15:00 Local time,"FIFA World Cup Stadium, Frankfurt",Group matches - Group B,2006 FIFA World Cup Germany,2006,Germany,
8757,43954,Italy,ITA,43934,Austria,AUT,2,1,23 Jun 1998 - 16:00 Local time,Stade de France,Group matches - Group B,1998 FIFA World Cup France,1998,France,
300061493,43925,Chile,CHI,43971,Switzerland,SUI,1,0,21 Jun 2010 - 16:00 Local time,Port Elizabeth Stadium,First stage - Group H,2010 FIFA World Cup South Africa,2010,South Africa,
1599,43950,Hungary,HUN,43936,Bulgaria,BUL,3,1,20 Jul 1966 - 19:30 Local time,Old Trafford Stadium,Group matches - Group 3,1966 FIFA World Cup England,1966,England,
